folio,LB_n_kids,LB_comuna_esc,LB_bebe,LB_consentimiento,LB_estrato,LB_edad_post,LB_jefa_hog,LB_cant_nino,LB_cuida_infantil,LB_asiste_post,LB_edu_max1,LB_edu_max2,LB_edu_max3,LB_edu_max4,LB_edu_anos,LB_educ_i,LB_participa,LB_ocupadas,LB_desempleo,LB_contrato,LB_hrs_trabaja,LB_mes_trabaja,LB_ing_laboral,LB_ingpercap_post,LB_stress,treatment,est1,est2,est3,est4,est_rbd,trat,control,seg,part,comuna_esc,LB_rbd
1778,1,Mulchén,1,Si,1,28,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,,0,0,127.11864,127.11864,8,Control,1,0,0,0,35,,1,,0,6,8
1736,3,Mulchén,1,Si,1,26,0,4,1,No Asiste,0,1,0,0,3,0,1,1,0,0,8,2,,64.265541,11,Treated,1,0,0,0,35,1,,1,1,6,8
1568,1,Mulchén,0,Si,3,49,0,2,0,No Asiste,0,0,1,0,12,0,1,1,0,0,8,10,387.71185,211.56174,13,Control,0,0,1,0,37,,1,1,0,6,8
1748,1,Mulchén,0,Si,3,33,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,6,12,317.7966,105.93221,11,Control,0,0,1,0,37,,1,1,1,6,8
1634,1,Mulchén,0,Si,4,34,0,2,0,No Asiste,0,1,0,0,3,0,0,0,,,,0,0,31.779661,10,Control,0,0,0,1,38,,1,1,1,6,8
1630,1,Mulchén,1,Si,1,29,0,2,0,No Asiste,0,0,1,0,10,0,1,1,0,,,0,,105.93221,12,Treated,1,0,0,0,35,1,,1,0,6,8
1764,2,Mulchén,0,Si,3,46,1,2,0,No Asiste,0,1,0,0,6,0,1,1,0,0,8,10,211.86441,35.310734,5,Treated,0,0,1,0,37,1,,1,0,6,8
1663,1,Mulchén,1,Si,1,29,1,2,,No Asiste,0,0,1,0,11,0,1,1,0,0,7,7,169.49153,108.58051,9,Treated,1,0,0,0,35,1,,1,0,6,8
1612,2,Mulchén,1,Si,1,33,0,7,1,No Asiste,0,0,1,0,9,0,1,1,0,0,4,2,84.745766,44.726933,12,Treated,1,0,0,0,35,1,,1,0,6,8
1574,1,Mulchén,0,Si,3,37,0,2,1,No Asiste,0,1,0,0,5,0,1,1,0,0,6,12,211.86441,119.49152,10,Treated,0,0,1,0,37,1,,1,1,6,8
1602,1,Mulchén,1,Si,1,24,0,3,1,No Asiste,0,1,0,0,8,0,1,1,0,0,8,0,,30.266342,8,Control,1,0,0,0,35,,1,1,1,6,8
1781,2,Mulchén,1,Si,1,28,0,3,1,No Asiste,0,1,0,0,8,0,1,1,0,0,4,12,63.559322,89.830505,12,Treated,1,0,0,0,35,1,,1,1,6,8
1684,1,Mulchén,1,Si,2,28,0,3,,No Asiste,0,0,1,0,9,0,1,0,1,,5,3,0,77.118645,13,Control,0,1,0,0,36,,1,,0,6,8
1650,1,Mulchén,0,Si,3,30,0,1,1,No Asiste,0,0,1,0,10,0,1,1,0,1,8,12,169.49153,84.745766,11,Treated,0,0,1,0,37,1,,1,0,6,8
1779,1,Mulchén,0,Si,3,44,1,1,1,No Asiste,0,1,0,0,8,0,1,1,0,,0,0,211.86441,52.966103,,Control,0,0,1,0,37,,1,1,1,6,8
1631,1,Mulchén,0,Si,4,43,0,1,0,No Asiste,0,0,1,0,11,0,0,0,,,,,0,63.559322,13,Treated,0,0,0,1,38,1,,1,0,6,8
1738,1,Mulchén,0,Si,3,34,1,2,0,No Asiste,0,0,1,0,10,0,1,1,0,,8,10,381.35593,127.11864,14,Treated,0,0,1,0,37,1,,,0,6,8
1784,1,Mulchén,1,Si,1,28,0,5,1,No Asiste,0,1,0,0,8,0,1,1,0,0,6,2,84.745766,42.372883,,Control,1,0,0,0,35,,1,1,1,6,8
1797,2,Mulchén,0,Si,3,37,1,2,,No Asiste,0,0,1,0,10,0,1,1,0,,8,6,190.67796,105.93221,8,Control,0,0,1,0,37,,1,1,0,6,8
1617,3,Mulchén,0,Si,3,50,1,3,0,No Asiste,0,1,0,0,8,0,1,1,0,,0,0,,84.745766,9,Control,0,0,1,0,37,,1,,0,6,8
1677,1,Mulchén,1,Si,1,34,0,2,0,No Asiste,0,0,1,0,12,0,1,1,0,,8,0,,133.12146,10,Treated,1,0,0,0,35,1,,1,0,6,8
1704,1,Mulchén,0,Si,3,43,0,2,1,No Asiste,0,1,0,0,7,0,1,1,0,,10,2,,37.076271,13,Treated,0,0,1,0,37,1,,1,1,6,8
1692,1,Mulchén,0,Si,3,43,0,3,1,No Asiste,0,0,0,1,17,1,1,1,0,,9,12,1059.322,381.35593,9,Control,0,0,1,0,37,,1,1,0,6,8
1707,2,Mulchén,0,Si,3,53,0,3,,No Asiste,0,1,0,0,6,0,1,1,0,0,5,1,105.93221,26.483051,14,Control,0,0,1,0,37,,1,1,0,6,8
1737,1,Mulchén,1,Si,1,42,0,2,1,No Asiste,0,1,0,0,8,0,1,1,0,1,2,11,148.30508,72.033897,11,Control,1,0,0,0,35,,1,1,0,6,8
1662,1,Mulchén,0,Si,4,49,1,1,,No Asiste,1,0,0,0,0,1,1,0,1,,,0,74.152542,48.728813,12,Treated,0,0,0,1,38,1,,1,0,6,8
1705,2,Mulchén,0,Si,3,35,0,3,0,No Asiste,0,1,0,0,8,0,1,1,0,,0,0,,50.847458,6,Control,0,0,1,0,37,,1,1,0,6,8
1782,2,Mulchén,0,Si,3,29,0,2,1,No Asiste,0,1,0,0,8,0,1,1,0,0,4,12,105.93221,90.042374,11,Treated,0,0,1,0,37,1,,1,1,6,8
1788,1,Mulchén,0,Si,3,49,0,2,1,No Asiste,,,,,,0,1,1,0,0,0,0,84.745766,178.81355,10,Treated,0,0,1,0,37,1,,1,0,6,8
1668,2,Mulchén,0,Si,3,35,1,3,1,,,,,,,0,1,1,0,,0,0,,0,11,Control,0,0,1,0,37,,1,1,0,6,8
1756,1,Mulchén,0,Si,3,40,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,8,12,211.86441,119.49152,9,Control,0,0,1,0,37,,1,1,0,6,8
1706,1,Mulchén,0,Si,3,50,0,2,,No Asiste,0,1,0,0,3,0,1,1,0,0,3,3,33.898304,72.033897,11,Control,0,0,1,0,37,,1,1,0,6,8
1564,1,Mulchén,0,Si,3,34,0,3,1,No Asiste,0,1,0,0,2,0,1,1,0,0,4,2,84.745766,59.322033,9,Control,0,0,1,0,37,,1,1,1,6,8
1647,2,Mulchén,0,Si,3,41,0,2,0,No Asiste,0,0,1,0,8,0,1,1,0,,8,4,,148.30508,12,Treated,0,0,1,0,37,1,,1,0,6,8
1710,1,Mulchén,0,Si,3,44,0,2,0,No Asiste,0,0,1,0,12,0,1,1,0,,0,0,,105.93221,10,Control,0,0,1,0,37,,1,1,0,6,8
1681,1,Mulchén,0,Si,3,53,1,1,0,No Asiste,0,0,1,0,11,0,1,1,0,,12,6,,0,11,Control,0,0,1,0,37,,1,1,0,6,8
1679,1,Mulchén,1,Si,1,35,1,2,0,Asiste,0,0,1,0,10,0,1,1,0,,5,3,,0,11,Treated,1,0,0,0,35,1,,1,0,6,8
1745,1,Mulchén,0,Si,3,60,0,1,0,No Asiste,0,0,1,0,10,0,1,1,0,0,8,7,,95.338982,10,Treated,0,0,1,0,37,1,,1,0,6,8
1589,1,Mulchén,1,Si,1,41,0,3,0,No Asiste,0,1,0,0,6,0,1,1,0,,0,0,,77.118645,,Control,1,0,0,0,35,,1,1,0,6,8
1596,1,Mulchén,0,Si,3,48,0,3,,No Asiste,0,1,0,0,6,0,1,1,0,0,5,6,169.49153,128.88417,7,Treated,0,0,1,0,37,1,,1,1,6,8
1800,2,Mulchén,1,Si,2,34,0,3,1,No Asiste,0,0,1,0,9,0,1,0,1,,8,,0,42.372883,11,Treated,0,1,0,0,36,1,,1,1,6,8
1641,1,Mulchén,0,Si,3,40,1,1,0,No Asiste,0,1,0,0,8,0,1,1,0,0,4,6,105.93221,162.42937,10,Control,0,0,1,0,37,,1,1,0,6,8
1758,1,Mulchén,0,Si,3,28,0,1,1,No Asiste,0,0,0,1,14,0,1,1,0,,5,9,84.745766,156.77966,7,Control,0,0,1,0,37,,1,1,0,6,8
2048,3,San Pedro,1,Si,1,33,1,4,0,No Asiste,0,1,0,0,8,0,1,1,0,0,3,11,148.30508,29.661016,9,Treated,1,0,0,0,40,1,,1,1,16,9
2106,2,San Pedro,0,Si,3,45,0,4,1,No Asiste,0,1,0,0,5,0,1,1,0,1,8,12,381.35593,75.665855,7,Treated,0,0,1,0,42,1,,1,1,16,9
2112,1,San Pedro,0,Si,3,33,1,2,,No Asiste,0,0,1,0,10,0,1,1,0,0,8,12,254.23729,165.25424,12,Treated,0,0,1,0,42,1,,1,1,16,9
2116,1,San Pedro,0,Si,3,22,1,1,1,No Asiste,0,0,1,0,9,0,1,1,0,0,10,5,,0,7,Control,0,0,1,0,42,,1,1,0,16,9
2102,1,San Pedro,0,Si,4,57,1,0,1,No Asiste,0,1,0,0,7,0,0,0,,,8,8,,0,7,Control,0,0,0,1,43,,1,1,0,16,9
2131,1,San Pedro,0,Si,3,42,1,2,1,No Asiste,0,1,0,0,7,0,1,1,0,0,5,0,46.610168,11.652542,13,Treated,0,0,1,0,42,1,,1,1,16,9
2047,1,San Pedro,0,Si,3,37,0,3,1,No Asiste,0,1,0,0,8,0,1,1,0,0,10,12,169.49153,67.796608,8,Treated,0,0,1,0,42,1,,1,1,16,9
2152,1,San Pedro,0,Si,3,44,0,2,0,No Asiste,0,1,0,0,4,0,1,1,0,0,5,3,211.86441,84.745766,9,Control,0,0,1,0,42,,1,1,0,16,9
2109,2,San Pedro,0,Si,4,27,1,2,1,No Asiste,0,0,1,0,9,0,1,1,0,0,9,12,423.72882,141.24294,8,Treated,0,0,0,1,43,1,,1,0,16,9
2061,2,San Pedro,0,Si,3,52,1,2,0,No Asiste,0,1,0,0,3,0,1,1,0,0,9,12,317.7966,63.559322,8,Treated,0,0,1,0,42,1,,1,1,16,9
2064,2,San Pedro,0,Si,3,39,1,2,0,No Asiste,0,1,0,0,7,0,1,1,0,,,0,385.59323,96.398308,8,Control,0,0,1,0,42,,1,1,0,16,9
2125,2,San Pedro,0,Si,3,49,0,3,1,No Asiste,0,1,0,0,8,0,1,1,0,0,4,12,127.11864,76.271187,8,Control,0,0,1,0,42,,1,1,1,16,9
2158,2,San Pedro,0,Si,3,36,1,4,1,No Asiste,0,1,0,0,8,0,1,1,0,1,8,12,385.59323,77.118645,12,Treated,0,0,1,0,42,1,,1,1,16,9
2044,1,San Pedro,0,Si,3,49,1,2,1,No Asiste,0,0,1,0,10,0,1,1,0,0,5,12,190.67796,63.559322,7,Control,0,0,1,0,42,,1,1,1,16,9
2117,2,San Pedro,0,Si,4,26,1,2,0,No Asiste,0,1,0,0,8,0,1,0,1,0,9,0,0,0,12,Treated,0,0,0,1,43,1,,1,0,16,9
2147,1,San Pedro,0,Si,3,21,1,1,,No Asiste,0,0,1,0,10,0,1,1,0,1,8,2,296.61017,148.30508,11,Treated,0,0,1,0,42,1,,1,1,16,9
2156,1,San Pedro,0,Si,4,37,0,3,0,No Asiste,0,1,0,0,7,0,1,0,1,1,8,1,0,84.745766,6,Treated,0,0,0,1,43,1,,1,1,16,9
2119,2,San Pedro,0,Si,3,44,1,2,,No Asiste,1,0,0,0,0,1,1,1,0,,,,144.06779,72.033897,8,Control,0,0,1,0,42,,1,1,0,16,9
2141,1,San Pedro,1,Si,2,28,1,3,0,No Asiste,0,1,0,0,6,0,,,,,,0,0,32.203388,11,Treated,0,1,0,0,41,1,,1,0,16,9
2053,2,San Pedro,0,Si,3,39,0,3,0,No Asiste,0,1,0,0,8,0,1,1,0,0,8,4,,84.745766,10,Treated,0,0,1,0,42,1,,1,1,16,9
2137,1,San Pedro,0,Si,3,45,1,2,1,No Asiste,0,1,0,0,4,0,1,1,0,1,8,12,296.61017,74.152542,13,Treated,0,0,1,0,42,1,,1,0,16,9
2100,1,San Pedro,1,Si,2,29,0,3,0,No Asiste,0,1,0,0,8,0,0,0,,,0,0,0,76.271187,10,Control,0,1,0,0,41,,1,1,0,16,9
2104,2,San Pedro,1,Si,2,29,1,3,1,No Asiste,0,0,1,0,10,0,0,0,,,8,7,381.35593,95.338982,7,Treated,0,1,0,0,41,1,,1,1,16,9
2135,1,San Pedro,0,Si,3,33,0,2,0,No Asiste,0,1,0,0,6,0,1,1,0,1,8,12,0,97.987289,11,Treated,0,0,1,0,42,1,,1,1,16,9
2151,1,San Pedro,0,Si,3,33,0,2,1,No Asiste,0,1,0,0,7,0,1,1,0,1,9,12,296.61017,148.30508,4,Treated,0,0,1,0,42,1,,1,1,16,9
2126,2,San Pedro,0,Si,3,40,1,3,1,No Asiste,0,1,0,0,8,0,1,1,0,0,8,5,148.30508,37.076271,12,Control,0,0,1,0,42,,1,1,0,16,9
2159,1,San Pedro,1,Si,1,25,1,2,,No Asiste,0,0,1,0,12,0,1,1,0,0,3,12,423.72882,141.24294,6,Control,1,0,0,0,40,,1,,0,16,9
2157,2,San Pedro,0,Si,4,38,0,4,,No Asiste,0,1,0,0,5,0,1,0,1,0,11,3,0,21.186441,7,Control,0,0,0,1,43,,1,1,0,16,9
2041,1,San Pedro,0,Si,4,43,0,1,,No Asiste,0,1,0,0,8,1,0,0,,0,0,0,385.59323,128.53108,5,Control,0,0,0,1,43,,1,1,0,16,9
2150,1,San Pedro,1,Si,1,40,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,10,12,296.61017,59.322033,3,Treated,1,0,0,0,40,1,,1,1,16,9
2054,1,San Pedro,0,Si,3,47,0,2,1,No Asiste,0,1,0,0,7,0,1,1,0,0,6,2,,65.32486,3,Treated,0,0,1,0,42,1,,1,1,16,9
2103,3,San Pedro,0,Si,3,30,1,3,1,No Asiste,0,1,0,0,8,0,1,1,0,1,9,4,391.94916,97.987289,13,Control,0,0,1,0,42,,1,1,0,16,9
2108,2,San Pedro,0,Si,3,34,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,10,12,211.86441,70.621468,10,Control,0,0,1,0,42,,1,1,0,16,9
2149,1,San Pedro,0,Si,3,43,0,3,0,No Asiste,0,0,1,0,12,0,1,1,0,0,6,12,105.93221,93.825668,3,Treated,0,0,1,0,42,1,,1,0,16,9
2057,2,San Pedro,0,Si,3,39,0,3,0,No Asiste,0,0,1,0,10,0,1,1,0,0,4,12,105.93221,80.508476,2,Control,0,0,1,0,42,,1,1,0,16,9
2050,2,San Pedro,1,Si,2,29,1,2,,No Asiste,0,0,1,0,10,0,,,,,,0,0,97.987289,5,Control,0,1,0,0,41,,1,1,0,16,9
2045,3,San Pedro,0,Si,3,35,1,3,1,No Asiste,0,0,1,0,10,0,1,1,0,0,8,12,296.61017,74.152542,8,Control,0,0,1,0,42,,1,1,0,16,9
2055,1,San Pedro,0,Si,3,24,1,1,0,No Asiste,0,0,1,0,12,0,1,1,0,,,,,0,1,Treated,0,0,1,0,42,1,,1,1,16,9
2155,1,San Pedro,0,Si,3,34,1,1,0,No Asiste,0,1,0,0,8,0,1,1,0,0,6,12,127.11864,127.11864,4,Control,0,0,1,0,42,,1,1,0,16,9
2062,1,San Pedro,1,Si,1,38,1,3,1,No Asiste,0,0,1,0,12,0,1,1,0,1,10,12,381.35593,95.338982,8,Control,1,0,0,0,40,,1,,0,16,9
2120,3,San Pedro,1,Si,1,47,0,3,0,No Asiste,0,1,0,0,8,0,1,1,0,0,12,,63.559322,45.021187,7,Control,1,0,0,0,40,,1,1,0,16,9
2051,1,San Pedro,1,Si,1,41,0,3,1,No Asiste,0,1,0,0,6,0,1,1,0,1,0,,,78.389832,7,Treated,1,0,0,0,40,1,,1,1,16,9
2111,1,San Pedro,0,Si,3,39,0,1,1,No Asiste,0,0,1,0,12,0,1,1,0,0,7,12,233.05084,235.87572,1,Treated,0,0,1,0,42,1,,1,1,16,9
2136,1,San Pedro,0,Si,3,42,1,2,,No Asiste,0,0,1,0,12,0,1,1,0,0,4,11,169.49153,56.497173,8,Control,0,0,1,0,42,,1,,0,16,9
2073,1,San Pedro,0,Si,3,39,1,2,0,No Asiste,0,1,0,0,7,0,1,1,0,,,0,,0,10,Control,0,0,1,0,42,,1,1,0,16,9
2128,2,San Pedro,0,Si,3,35,0,3,0,No Asiste,0,1,0,0,8,0,1,1,0,0,4,12,0,42.372883,6,Control,0,0,1,0,42,,1,1,0,16,9
2160,1,San Pedro,0,Si,3,39,0,1,0,No Asiste,0,1,0,0,7,0,1,1,0,0,5,0,391.94916,261.29944,1,Treated,0,0,1,0,42,1,,1,1,16,9
2058,1,San Pedro,0,Si,3,36,1,2,1,No Asiste,0,0,1,0,10,0,1,1,0,0,7,7,423.72882,105.93221,12,Treated,0,0,1,0,42,1,,1,1,16,9
2118,1,San Pedro,0,Si,3,35,0,1,,No Asiste,0,0,1,0,12,1,1,1,0,1,9,12,313.55933,156.77966,3,Treated,0,0,1,0,42,1,,1,1,16,9
2042,2,San Pedro,0,Si,3,34,0,4,1,No Asiste,0,1,0,0,8,0,1,1,0,1,9,12,370.76273,105.93221,8,Treated,0,0,1,0,42,1,,1,1,16,9
2101,3,San Pedro,0,Si,3,30,0,3,1,Asiste,0,1,0,0,8,0,1,1,0,0,,,385.59323,154.23729,12,Treated,0,0,1,0,42,1,,1,1,16,9
2127,2,San Pedro,0,Si,3,38,0,4,1,No Asiste,0,1,0,0,5,0,1,1,0,,8,,,52.966103,8,Control,0,0,1,0,42,,1,1,1,16,9
2052,1,San Pedro,0,Si,3,31,0,1,1,No Asiste,0,0,1,0,10,0,1,1,0,1,8,3,,176.55368,8,Treated,0,0,1,0,42,1,,1,1,16,9
2134,2,San Pedro,0,Si,3,28,1,2,0,No Asiste,0,0,1,0,8,0,1,1,0,0,8,12,317.7966,105.93221,7,Treated,0,0,1,0,42,1,,1,1,16,9
2153,2,San Pedro,0,Si,3,42,1,3,0,No Asiste,0,1,0,0,6,0,1,1,0,0,4,8,211.86441,52.966103,16,Treated,0,0,1,0,42,1,,1,1,16,9
2105,2,San Pedro,0,Si,3,31,0,2,1,No Asiste,0,1,0,0,8,0,1,1,0,,9,12,254.23729,161.54662,5,Treated,0,0,1,0,42,1,,1,1,16,9
2099,2,San Pedro,0,Si,3,45,1,2,1,No Asiste,0,1,0,0,6,0,1,1,0,0,8,2,84.745766,28.248587,8,Treated,0,0,1,0,42,1,,1,0,16,9
2056,1,San Pedro,0,Si,3,27,0,1,0,No Asiste,0,0,1,0,10,0,1,1,0,,,0,,211.86441,12,Treated,0,0,1,0,42,1,,1,1,16,9
2129,2,San Pedro,0,Si,3,38,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,12,12,150.42372,75.211861,9,Control,0,0,1,0,42,,1,1,0,16,9
2046,1,San Pedro,1,Si,1,34,1,3,,No Asiste,0,0,1,0,9,0,1,1,0,0,6,12,211.86441,42.372883,7,Treated,1,0,0,0,40,1,,1,1,16,9
2107,1,San Pedro,0,Si,3,37,1,2,1,No Asiste,0,1,0,0,8,0,1,1,0,1,10,12,381.35593,127.11864,8,Control,0,0,1,0,42,,1,1,0,16,9
2132,1,San Pedro,1,Si,1,36,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,3,11,93.220337,92.009682,15,Treated,1,0,0,0,40,1,,1,1,16,9
2113,2,San Pedro,1,Si,2,24,0,3,1,No Asiste,0,1,0,0,7,0,0,0,,,2,1,0,84.745766,10,Treated,0,1,0,0,41,1,,1,1,16,9
2115,2,San Pedro,0,Si,3,32,1,2,1,No Asiste,0,1,0,0,8,0,1,1,0,1,9,12,307.2034,102.40113,10,Treated,0,0,1,0,42,1,,1,1,16,9
2123,1,San Pedro,0,Si,4,63,1,1,0,No Asiste,0,1,0,0,3,0,1,0,1,,0,0,0,0,9,Treated,0,0,0,1,43,1,,1,0,16,9
1949,1,Talcahuano,0,Si,3,48,1,1,1,No Asiste,0,1,0,0,8,0,1,1,0,0,7,12,385.59323,192.79662,6,Control,0,0,1,0,47,,1,,0,17,10
1921,2,Talcahuano,0,Si,3,24,1,2,,No Asiste,0,1,0,0,8,0,1,1,0,,4,3,,132.41525,6,Control,0,0,1,0,47,,1,1,0,17,10
1990,2,Talcahuano,0,Si,3,41,0,3,1,No Asiste,0,0,1,0,10,0,1,1,0,0,,12,,182.20338,6,Control,0,0,1,0,47,,1,1,0,17,10
1982,2,Talcahuano,0,Si,3,38,1,3,0,No Asiste,0,0,1,0,12,0,1,1,0,0,6,12,317.7966,176.55368,1,Control,0,0,1,0,47,,1,1,0,17,10
1988,1,Talcahuano,0,Si,3,46,0,2,1,No Asiste,0,0,1,0,8,0,1,1,0,1,8,12,385.59323,202.33051,6,Control,0,0,1,0,47,,1,1,1,17,10
1932,2,Talcahuano,1,Si,1,31,1,3,1,No Asiste,0,0,1,0,11,0,1,1,0,0,12,7,148.30508,29.661016,0,Control,1,0,0,0,45,,1,1,0,17,10
1975,1,Talcahuano,0,Si,3,52,1,0,1,No Asiste,0,0,1,0,12,0,1,1,0,0,50,8,254.23729,50.847458,0,Control,0,0,1,0,47,,1,1,0,17,10
1930,1,Talcahuano,1,Si,2,31,0,2,,No Asiste,0,0,1,0,10,0,1,0,1,,9,6,,79.44915,0,Treated,0,1,0,0,46,1,,1,1,17,10
2014,2,Talcahuano,0,Si,3,41,1,3,1,No Asiste,0,0,1,0,10,0,1,1,0,1,50,12,529.66101,176.55368,10,Treated,0,0,1,0,47,1,,,0,17,10
2011,1,Talcahuano,1,Si,2,35,0,2,1,No Asiste,0,0,1,0,9,0,0,0,,,25,10,169.49153,138.77118,11,Treated,0,1,0,0,46,1,,1,1,17,10
1986,2,Talcahuano,0,Si,3,46,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,18,7,127.11864,185.38136,5,Control,0,0,1,0,47,,1,1,1,17,10
1997,1,Talcahuano,0,Si,3,36,1,1,1,No Asiste,0,0,1,0,10,0,1,1,0,1,45,11,381.35593,127.11864,6,Treated,0,0,1,0,47,1,,,0,17,10
2016,1,Talcahuano,1,Si,1,32,0,2,0,No Asiste,0,0,1,0,10,0,1,1,0,0,35,2,211.86441,201.27118,6,Control,1,0,0,0,45,,1,,0,17,10
1985,1,Talcahuano,0,Si,3,48,1,1,1,No Asiste,0,1,0,0,6,0,1,1,0,0,27,0,360.16949,170.90395,9,Control,0,0,1,0,47,,1,1,0,17,10
1926,1,Talcahuano,0,Si,3,41,0,2,1,No Asiste,0,1,0,0,4,0,1,1,0,1,6,12,207.62712,157.83899,4,Control,0,0,1,0,47,,1,1,0,17,10
1942,1,Talcahuano,1,Si,1,57,1,3,1,No Asiste,0,0,1,0,8,0,1,1,0,1,8,12,385.59323,77.118645,3,Control,1,0,0,0,45,,1,1,0,17,10
1951,1,Talcahuano,1,Si,2,34,0,2,1,Asiste,0,0,0,1,13,0,0,0,,,,0,0,201.27118,4,Treated,0,1,0,0,46,1,,1,0,17,10
1993,1,Talcahuano,0,Si,3,39,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,0,8,12,296.61017,148.30508,1,Treated,0,0,1,0,47,1,,1,1,17,10
2028,1,Talcahuano,0,Si,4,25,0,1,1,Asiste,0,0,0,1,17,0,0,0,,,0,0,,105.93221,5,Treated,0,0,0,1,48,1,,1,1,17,10
1987,1,Talcahuano,0,Si,3,38,1,3,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,12,385.59323,96.398308,8,Control,0,0,1,0,47,,1,1,0,17,10
2015,2,Talcahuano,0,Si,3,39,1,3,1,No Asiste,0,1,0,0,6,0,1,1,0,0,60,12,385.59323,128.53108,2,Treated,0,0,1,0,47,1,,1,1,17,10
1953,3,Talcahuano,1,Si,2,35,0,4,1,No Asiste,0,0,0,1,14,0,1,0,1,,20,11,254.23729,164.19492,1,Treated,0,1,0,0,46,1,,1,0,17,10
2029,1,Talcahuano,1,Si,1,35,1,4,1,No Asiste,0,0,1,0,10,0,1,1,0,1,50,10,254.23729,50.847458,,Treated,1,0,0,0,45,1,,1,1,17,10
2008,1,Talcahuano,0,Si,3,59,1,3,1,No Asiste,0,0,1,0,10,0,1,1,0,0,30,12,423.72882,70.621468,9,Control,0,0,1,0,47,,1,1,0,17,10
1945,1,Talcahuano,0,Si,4,39,1,2,,No Asiste,0,0,1,0,12,0,1,0,1,,0,0,,82.627121,7,Control,0,0,0,1,48,,1,1,1,17,10
2022,1,Talcahuano,0,Si,3,49,0,1,0,No Asiste,0,1,0,0,5,0,1,1,0,0,12,12,84.745766,155.36723,4,Treated,0,0,1,0,47,1,,1,1,17,10
1922,1,Talcahuano,1,Si,1,31,0,3,1,No Asiste,0,0,1,0,12,0,1,1,0,,4,12,63.559322,38.135593,5,Treated,1,0,0,0,45,1,,1,1,17,10
1937,2,Talcahuano,0,Si,3,43,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,12,385.59323,204.23729,6,Treated,0,0,1,0,47,1,,1,1,17,10
2009,1,Talcahuano,0,Si,3,43,0,2,0,No Asiste,0,1,0,0,8,0,1,1,0,0,50,12,63.559322,30.871672,4,Treated,0,0,1,0,47,1,,1,0,17,10
2031,1,Talcahuano,0,Si,4,37,1,2,0,No Asiste,0,1,0,0,8,0,1,0,1,,,,158.8983,52.966103,5,Treated,0,0,0,1,48,1,,1,1,17,10
2027,1,Talcahuano,0,Si,3,46,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,40,12,385.59323,154.96368,5,Treated,0,0,1,0,47,1,,1,1,17,10
1991,1,Talcahuano,1,Si,1,28,1,3,1,No Asiste,0,0,1,0,12,0,1,1,0,1,48,12,385.59323,96.398308,7,Control,1,0,0,0,45,,1,1,0,17,10
1955,1,Talcahuano,1,Si,1,38,0,4,1,No Asiste,0,0,1,0,11,0,1,1,0,0,30,3,42.372883,51.452785,14,Control,1,0,0,0,45,,1,1,0,17,10
2026,2,Talcahuano,0,Si,4,67,1,3,,No Asiste,0,1,0,0,6,0,0,0,,,0,0,150.42372,188.55933,14,Treated,0,0,0,1,48,1,,1,1,17,10
1983,1,Talcahuano,0,Si,3,44,0,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,30,12,423.72882,282.48587,7,Control,0,0,1,0,47,,1,1,0,17,10
2036,1,Talcahuano,0,Si,3,40,0,2,0,No Asiste,0,1,0,0,8,0,1,1,0,,10,2,63.559322,52.966103,8,Treated,0,0,1,0,47,1,,1,0,17,10
1933,2,Talcahuano,0,Si,3,36,0,2,0,No Asiste,0,0,1,0,10,0,1,1,0,0,4,12,423.72882,264.83051,0,Treated,0,0,1,0,47,1,,1,0,17,10
1972,1,Talcahuano,0,Si,3,42,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,48,6,385.59323,89.924675,7,Control,0,0,1,0,47,,1,1,0,17,10
1996,1,Talcahuano,0,Si,3,42,1,1,1,No Asiste,0,0,1,0,10,0,1,1,0,,56,12,317.7966,211.86441,4,Control,0,0,1,0,47,,1,1,0,17,10
1935,1,Talcahuano,0,Si,3,62,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,5,8,322.03391,140.67796,6,Treated,0,0,1,0,47,1,,1,1,17,10
1950,1,Talcahuano,1,Si,1,42,1,3,1,No Asiste,0,0,1,0,12,0,1,1,0,0,9,12,529.66101,132.41525,6,Control,1,0,0,0,45,,1,1,0,17,10
1974,3,Talcahuano,1,Si,2,55,0,4,,No Asiste,0,0,1,0,10,0,1,0,1,,0,0,0,124.7646,10,Treated,0,1,0,0,46,1,,1,1,17,10
1934,2,Talcahuano,0,Si,3,45,1,2,0,No Asiste,0,0,1,0,10,0,1,1,0,0,5,12,190.67796,81.214684,9,Control,0,0,1,0,47,,1,1,0,17,10
