folio,LB_n_kids,LB_comuna_esc,LB_bebe,LB_consentimiento,LB_estrato,LB_edad_post,LB_jefa_hog,LB_cant_nino,LB_cuida_infantil,LB_asiste_post,LB_edu_max1,LB_edu_max2,LB_edu_max3,LB_edu_max4,LB_edu_anos,LB_educ_i,LB_participa,LB_ocupadas,LB_desempleo,LB_contrato,LB_hrs_trabaja,LB_mes_trabaja,LB_ing_laboral,LB_ingpercap_post,LB_stress,treatment,est1,est2,est3,est4,est_rbd,trat,control,seg,part,comuna_esc,LB_rbd
12,1,Tocopilla,0,Si,3,39,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,8,,148.30508,6,Treated,0,0,1,0,3,1,,1,0,18,1
42,1,Tocopilla,0,Si,3,28,1,1,1,No Asiste,0,0,1,0,10,0,1,1,0,1,8,12,529.66101,264.83051,,Treated,0,0,1,0,3,1,,,0,18,1
43,1,Tocopilla,0,Si,3,24,1,1,1,No Asiste,0,0,1,0,10,0,1,1,0,0,9,3,169.49153,84.745766,,Treated,0,0,1,0,3,1,,,0,18,1
25,1,Tocopilla,0,Si,4,50,1,1,,No Asiste,0,0,1,0,12,0,0,0,,,,,0,0,,Treated,0,0,0,1,4,1,,1,1,18,1
37,1,Tocopilla,0,Si,3,34,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,3,12,127.11864,243.64407,5,Control,0,0,1,0,3,,1,,0,18,1
63,1,Tocopilla,0,Si,3,44,1,2,1,No Asiste,0,0,1,0,13,0,1,1,0,1,8,12,423.72882,264.83051,6,Treated,0,0,1,0,3,1,,1,0,18,1
56,1,Tocopilla,0,Si,3,49,1,1,1,No Asiste,0,0,1,0,10,0,1,1,0,0,6,5,466.10168,233.05084,,Control,0,0,1,0,3,,1,1,0,18,1
1,1,Tocopilla,0,Si,3,58,0,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,11,296.61017,232.52118,4,Treated,0,0,1,0,3,1,,1,1,18,1
70,1,Tocopilla,1,Si,2,27,1,2,0,No Asiste,0,0,1,0,12,0,1,0,1,0,6,4,211.86441,70.621468,,Treated,0,1,0,0,2,1,,1,1,18,1
27,1,Tocopilla,0,Si,3,40,0,1,1,No Asiste,0,0,1,0,12,0,1,1,0,0,8,12,381.35593,127.11864,,Treated,0,0,1,0,3,1,,1,0,18,1
5,1,Tocopilla,0,Si,3,45,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,9,508.47458,169.49153,,Treated,0,0,1,0,3,1,,1,1,18,1
20,2,Tocopilla,0,Si,3,48,0,1,1,No Asiste,0,1,0,0,8,0,1,1,0,0,8,12,317.7966,195.97458,6,Treated,0,0,1,0,3,1,,1,1,18,1
107,1,Tocopilla,0,Si,3,26,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,0,12,12,423.72882,79.44915,8,Treated,0,0,1,0,3,1,,,0,18,1
33,1,Tocopilla,0,Si,3,37,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,11,699.15253,233.05084,6,Treated,0,0,1,0,3,1,,1,0,18,1
29,1,Tocopilla,0,Si,4,35,0,2,,No Asiste,0,1,0,0,8,0,1,0,1,,,,84.745766,153.6017,,Control,0,0,0,1,4,,1,1,0,18,1
21,1,Tocopilla,0,Si,3,29,1,1,1,No Asiste,1,0,0,0,5,0,1,1,0,1,8,12,487.28815,243.64407,9,Treated,0,0,1,0,3,1,,1,0,18,1
2,2,Tocopilla,0,Si,4,38,0,2,1,No Asiste,0,0,1,0,10,0,0,0,,0,5,7,233.05084,213.18855,8,Treated,0,0,0,1,4,1,,1,1,18,1
38,1,Tocopilla,1,Si,1,24,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,,8,1,,201.27118,6,Control,1,0,0,0,1,,1,1,0,18,1
110,2,Tocopilla,0,Si,3,36,1,3,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,5,275.42374,68.855934,,Treated,0,0,1,0,3,1,,1,1,18,1
32,1,Tocopilla,0,Si,3,39,0,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,10,381.35593,338.98306,6,Treated,0,0,1,0,3,1,,1,1,18,1
95,1,Tocopilla,0,Si,3,36,1,2,1,No Asiste,0,0,1,0,10,0,1,1,0,1,8,12,391.94916,97.987289,,Treated,0,0,1,0,3,1,,1,0,18,1
52,1,Tocopilla,0,Si,4,25,0,1,,No Asiste,0,0,1,0,10,0,0,0,,,0,0,0,127.11864,,Control,0,0,0,1,4,,1,1,0,18,1
8,1,Tocopilla,0,Si,4,42,0,1,,No Asiste,0,0,1,0,10,0,1,0,1,,9,4,0,105.93221,,Treated,0,0,0,1,4,1,,1,1,18,1
64,2,Tocopilla,0,Si,3,39,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,0,8,12,391.94916,130.64972,4,Treated,0,0,1,0,3,1,,1,0,18,1
69,1,Tocopilla,0,Si,4,42,0,1,,No Asiste,0,1,0,0,8,0,0,0,,,0,0,0,176.55368,,Treated,0,0,0,1,4,1,,1,1,18,1
31,2,Tocopilla,0,Si,3,37,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,11,529.66101,307.2034,,Control,0,0,1,0,3,,1,1,0,18,1
119,1,Tocopilla,0,Si,4,40,1,1,0,No Asiste,0,1,0,0,6,0,0,0,,,0,0,158.8983,52.966103,,Treated,0,0,0,1,4,1,,1,1,18,1
74,1,Tocopilla,0,Si,3,43,1,1,1,No Asiste,0,1,0,0,8,0,1,1,0,0,3,2,148.30508,74.152542,,Treated,0,0,1,0,3,1,,1,1,18,1
7,1,Tocopilla,0,Si,3,38,1,1,0,No Asiste,1,0,0,0,0,1,1,1,0,1,0,0,105.93221,52.966103,,Treated,0,0,1,0,3,1,,1,1,18,1
120,2,Tocopilla,0,Si,3,28,0,2,,No Asiste,0,0,1,0,12,1,1,1,0,1,8,0,953.38983,238.34746,3,Treated,0,0,1,0,3,1,,1,0,18,1
93,1,Tocopilla,0,Si,3,42,1,2,1,No Asiste,0,0,1,0,9,0,1,1,0,1,10,12,529.66101,178.49576,2,Control,0,0,1,0,3,,1,1,1,18,1
4,1,Tocopilla,1,Si,1,58,1,4,1,No Asiste,0,0,0,1,16,1,1,1,0,1,9,12,1906.7797,529.66101,1,Control,1,0,0,0,1,,1,1,0,18,1
36,1,Tocopilla,0,Si,3,36,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,0,8,11,593.22034,296.61017,4,Treated,0,0,1,0,3,1,,1,0,18,1
57,1,Tocopilla,0,Si,3,35,1,1,,No Asiste,0,0,1,0,12,0,1,1,0,0,8,12,529.66101,264.83051,,Control,0,0,1,0,3,,1,1,0,18,1
14,1,Tocopilla,1,Si,1,28,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,4,381.35593,264.83051,5,Treated,1,0,0,0,1,1,,1,0,18,1
41,1,Tocopilla,0,Si,3,32,0,1,1,No Asiste,0,0,1,0,12,0,1,1,0,0,4,12,,141.24294,,Control,0,0,1,0,3,,1,1,0,18,1
28,2,Tocopilla,0,Si,3,36,1,2,1,No Asiste,0,1,0,0,8,0,1,1,0,,9,,74.152542,150.95338,,Control,0,0,1,0,3,,1,1,0,18,1
73,1,Tocopilla,0,Si,3,28,1,1,1,No Asiste,0,0,1,0,11,0,1,1,0,1,8,12,0,95.338982,,Treated,0,0,1,0,3,1,,1,0,18,1
3,2,Tocopilla,1,Si,1,25,0,3,1,No Asiste,0,0,0,1,16,0,1,1,0,1,9,10,1271.1864,529.66101,2,Treated,1,0,0,0,1,1,,1,0,18,1
105,1,Tocopilla,0,Si,3,38,1,2,1,No Asiste,0,1,0,0,8,0,1,1,0,1,8,10,275.42374,133.47458,,Treated,0,0,1,0,3,1,,1,1,18,1
88,1,Tocopilla,0,Si,3,34,1,0,,,,,,,,0,1,1,0,1,8,,385.59323,77.118645,2,Treated,0,0,1,0,3,1,,1,0,18,1
6,1,Tocopilla,0,Si,3,34,1,2,1,No Asiste,0,0,1,0,10,0,1,1,0,1,4,12,190.67796,180.08475,,Treated,0,0,1,0,3,1,,1,0,18,1
34,1,Tocopilla,0,Si,3,43,0,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,10,466.10168,430.79095,5,Control,0,0,1,0,3,,1,1,0,18,1
35,1,Tocopilla,0,Si,3,39,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,11,677.96613,353.10736,5,Treated,0,0,1,0,3,1,,1,0,18,1
17,1,Tocopilla,1,Si,1,47,0,4,,No Asiste,0,0,1,0,12,0,1,1,0,1,9,11,466.10168,248.18402,,Treated,1,0,0,0,1,1,,,0,18,1
59,1,Tocopilla,0,Si,4,47,0,1,,No Asiste,0,0,1,0,12,0,1,0,1,,0,0,0,211.86441,,Treated,0,0,0,1,4,1,,1,0,18,1
30,1,Tocopilla,0,Si,3,42,1,1,1,No Asiste,0,1,0,0,8,0,1,1,0,0,6,12,169.49153,233.05084,,Control,0,0,1,0,3,,1,1,0,18,1
16,1,Tocopilla,0,Si,3,33,0,0,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,11,381.35593,275.42374,5,Treated,0,0,1,0,3,1,,1,0,18,1
15,1,Tocopilla,0,Si,3,62,0,0,1,No Asiste,0,1,0,0,6,0,1,1,0,,6,12,635.5932,409.60452,5,Control,0,0,1,0,3,,1,,0,18,1
109,1,Tocopilla,0,Si,4,42,1,1,,No Asiste,0,1,0,0,8,0,1,0,1,,0,,0,127.11864,,Control,0,0,0,1,4,,1,1,0,18,1
10,1,Tocopilla,0,Si,3,46,0,1,0,No Asiste,0,0,1,0,10,0,1,1,0,0,3,2,,169.49153,,Treated,0,0,1,0,3,1,,1,0,18,1
108,1,Tocopilla,0,Si,3,37,0,2,1,No Asiste,0,0,1,0,10,0,1,1,0,0,5,6,,97.987289,,Treated,0,0,1,0,3,1,,1,1,18,1
45,1,Tocopilla,0,Si,3,33,0,1,1,No Asiste,0,0,1,0,10,0,1,1,0,0,4,12,381.35593,268.36157,,Treated,0,0,1,0,3,1,,1,0,18,1
81,2,Tocopilla,0,Si,3,46,0,0,,No Asiste,0,0,1,0,12,0,1,1,0,1,8,12,423.72882,84.745766,12,Treated,0,0,1,0,3,1,,1,1,18,1
65,2,Tocopilla,0,Si,3,43,1,2,1,No Asiste,0,0,1,0,10,0,1,1,0,1,11,12,391.94916,195.97458,,Treated,0,0,1,0,3,1,,1,0,18,1
13,1,Tocopilla,0,Si,3,46,0,1,0,No Asiste,0,1,0,0,6,0,1,1,0,0,3,4,148.30508,134.18079,11,Control,0,0,1,0,3,,1,1,0,18,1
79,1,Tocopilla,1,Si,2,34,0,2,1,No Asiste,0,0,1,0,12,0,1,0,1,,7,12,0,164.19492,11,Treated,0,1,0,0,2,1,,1,0,18,1
19,1,Tocopilla,0,Si,3,43,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,0,6,8,593.22034,296.61017,5,Treated,0,0,1,0,3,1,,1,0,18,1
18,2,Tocopilla,0,Si,3,48,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,11,550.84747,183.61581,9,Treated,0,0,1,0,3,1,,1,0,18,1
51,1,Tocopilla,0,Si,3,50,1,1,,No Asiste,0,0,1,0,12,0,1,1,0,0,0,0,317.7966,158.8983,,Treated,0,0,1,0,3,1,,1,0,18,1
49,1,Tocopilla,0,Si,3,26,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,0,6,12,211.86441,105.93221,,Control,0,0,1,0,3,,1,1,1,18,1
23,1,Tocopilla,0,Si,4,55,1,1,0,No Asiste,0,1,0,0,5,0,0,0,,,,,165.25424,82.627121,11,Treated,0,0,0,1,4,1,,1,1,18,1
24,1,Tocopilla,0,Si,3,35,1,1,1,No Asiste,0,1,0,0,8,0,1,1,0,,10,12,63.559322,31.779661,15,Treated,0,0,1,0,3,1,,1,1,18,1
11,1,Tocopilla,0,Si,3,47,0,1,1,No Asiste,0,0,1,0,10,0,1,1,0,0,6,4,105.93221,247.17514,6,Treated,0,0,1,0,3,1,,1,1,18,1
72,1,Tocopilla,0,Si,3,27,1,1,,No Asiste,0,0,1,0,10,0,1,1,0,0,7,12,423.72882,247.17514,,Treated,0,0,1,0,3,1,,1,0,18,1
58,3,Tocopilla,0,Si,3,36,0,4,,No Asiste,0,0,1,0,9,0,1,1,0,0,4,,0,123.58757,,Control,0,0,1,0,3,,1,1,0,18,1
22,1,Tocopilla,0,Si,3,33,1,1,1,Asiste,0,0,0,1,13,0,1,1,0,1,6,12,466.10168,233.05084,6,Control,0,0,1,0,3,,1,1,0,18,1
3016,1,Valparaíso,1,Si,1,52,1,3,0,No Asiste,0,0,1,0,7,0,1,1,0,0,0,0,,127.11864,1,Treated,1,0,0,0,6,1,,1,1,20,2
3049,1,Valparaíso,0,Si,3,34,1,4,0,No Asiste,0,0,1,0,10,0,1,1,0,,,0,,0,,Control,0,0,1,0,7,,1,1,0,20,2
3046,1,Valparaíso,0,Si,3,38,1,1,1,No Asiste,0,0,1,0,11,0,1,1,0,1,45,8,423.72882,105.93221,3,Control,0,0,1,0,7,,1,1,1,20,2
3082,1,Valparaíso,0,Si,3,38,0,1,0,No Asiste,0,0,1,0,12,0,1,1,0,0,8,5,381.35593,370.76273,5,Treated,0,0,1,0,7,1,,1,1,20,2
3001,1,Valparaíso,0,Si,4,49,0,1,0,No Asiste,0,0,1,0,12,0,0,0,,,0,0,,100.63559,4,Treated,0,0,0,1,8,1,,,0,20,2
3048,1,Valparaíso,0,Si,4,48,0,1,0,No Asiste,0,1,0,0,8,0,0,0,,,0,0,0,141.24294,12,Control,0,0,0,1,8,,1,1,0,20,2
3105,1,Valparaíso,1,Si,1,22,1,2,1,Asiste,0,0,1,0,12,0,1,1,0,,,,,0,5,Treated,1,0,0,0,6,1,,,0,20,2
3018,1,Valparaíso,0,Si,3,45,0,2,1,No Asiste,,,,,,0,1,1,0,0,10,12,254.23729,153.6017,,Treated,0,0,1,0,7,1,,1,1,20,2
3019,1,Valparaíso,1,Si,1,46,1,3,1,No Asiste,,,,,,0,1,1,0,1,9,12,338.98306,56.497173,7,Treated,1,0,0,0,6,1,,1,1,20,2
3050,1,Valparaíso,0,Si,3,31,1,2,0,No Asiste,0,0,1,0,12,0,1,1,0,,0,0,84.745766,74.152542,5,Control,0,0,1,0,7,,1,1,0,20,2
3100,2,Valparaíso,0,Si,3,33,1,3,1,No Asiste,0,0,1,0,10,0,1,1,0,1,8,8,391.94916,97.987289,9,Treated,0,0,1,0,7,1,,1,0,20,2
3004,1,Valparaíso,1,Si,1,25,0,2,0,No Asiste,0,0,1,0,10,0,1,1,0,0,0,0,,79.44915,11,Treated,1,0,0,0,6,1,,,0,20,2
3006,2,Valparaíso,0,Si,3,26,0,2,0,No Asiste,0,0,1,0,8,0,1,1,0,,,,,97.987289,2,Treated,0,0,1,0,7,1,,,0,20,2
3007,3,Valparaíso,0,Si,3,32,1,3,0,No Asiste,0,0,1,0,7,0,1,1,0,0,3,10,42.372883,8.474576,6,Treated,0,0,1,0,7,1,,1,1,20,2
3111,1,Valparaíso,0,Si,3,41,1,1,0,No Asiste,0,1,0,0,2,0,1,1,0,,,,,0,1,Treated,0,0,1,0,7,1,,1,1,20,2
3102,1,Valparaíso,1,Si,1,34,1,4,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,12,385.59323,110.16949,2,Treated,1,0,0,0,6,1,,1,0,20,2
3014,1,Valparaíso,0,Si,3,32,0,2,1,No Asiste,0,1,0,0,6,0,1,1,0,1,8,2,338.98306,182.73305,9,Treated,0,0,1,0,7,1,,1,1,20,2
3084,1,Valparaíso,1,Si,1,31,1,3,0,No Asiste,0,0,1,0,9,0,1,1,0,0,9,10,317.7966,88.983047,9,Control,1,0,0,0,6,,1,1,1,20,2
3015,2,Valparaíso,0,Si,3,39,1,2,1,No Asiste,0,0,1,0,10,0,1,1,0,1,9,,455.50848,156.25,7,Treated,0,0,1,0,7,1,,1,1,20,2
3104,1,Valparaíso,0,Si,3,38,1,1,0,No Asiste,0,0,1,0,10,0,1,1,0,0,8,12,296.61017,169.49153,,Treated,0,0,1,0,7,1,,1,1,20,2
3013,2,Valparaíso,0,Si,4,29,1,2,1,No Asiste,0,0,1,0,12,0,1,0,1,,0,0,,97.987289,11,Treated,0,0,0,1,8,1,,1,1,20,2
3009,2,Valparaíso,0,Si,3,41,0,3,1,No Asiste,0,0,1,0,11,0,1,1,0,1,6,12,256.35593,93.644066,5,Treated,0,0,1,0,7,1,,1,1,20,2
3003,1,Valparaíso,0,Si,3,26,1,1,0,No Asiste,0,0,1,0,11,0,1,1,0,0,4,12,95.338982,162.42937,0,Treated,0,0,1,0,7,1,,1,1,20,2
3093,1,Valparaíso,0,Si,3,33,1,1,1,No Asiste,0,0,1,0,11,0,1,1,0,1,8,10,529.66101,264.83051,1,Treated,0,0,1,0,7,1,,1,1,20,2
3002,1,Valparaíso,0,Si,3,44,1,2,0,No Asiste,0,0,1,0,10,0,1,1,0,1,4,12,184.32204,61.440678,4,Control,0,0,1,0,7,,1,1,0,20,2
3012,2,Valparaíso,0,Si,3,36,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,12,317.7966,127.11864,9,Treated,0,0,1,0,7,1,,1,1,20,2
3021,3,Valparaíso,0,Si,3,31,0,3,1,No Asiste,0,1,0,0,7,0,1,1,0,0,13,2,84.745766,95.338982,8,Treated,0,0,1,0,7,1,,1,1,20,2
3011,2,Valparaíso,0,Si,3,37,1,4,1,No Asiste,0,0,1,0,10,0,1,1,0,0,8,12,381.35593,76.271187,7,Control,0,0,1,0,7,,1,1,1,20,2
3045,1,Valparaíso,0,Si,3,40,1,3,,No Asiste,0,0,1,0,9,0,1,1,0,1,44,10,273.30508,71.23941,10,Treated,0,0,1,0,7,1,,1,1,20,2
3083,1,Valparaíso,1,Si,1,29,1,3,1,No Asiste,0,0,1,0,12,0,1,1,0,1,7,,,0,5,Treated,1,0,0,0,6,1,,1,1,20,2
3040,2,Valparaíso,0,Si,3,40,1,2,1,No Asiste,0,0,1,0,9,0,1,1,0,1,9,5,338.98306,48.426151,4,Treated,0,0,1,0,7,1,,1,1,20,2
3022,1,Valparaíso,1,Si,1,30,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,9,12,635.5932,301.90677,,Treated,1,0,0,0,6,1,,1,1,20,2
3099,1,Valparaíso,0,Si,3,41,0,1,1,No Asiste,0,0,1,0,8,0,1,1,0,1,5,5,211.86441,201.27118,7,Control,0,0,1,0,7,,1,1,1,20,2
3101,1,Valparaíso,0,Si,3,27,1,2,0,No Asiste,0,0,1,0,,0,1,1,0,1,5,12,,0,5,Treated,0,0,1,0,7,1,,1,1,20,2
3042,1,Valparaíso,1,Si,1,46,1,3,0,No Asiste,0,0,1,0,10,0,1,1,0,0,8,7,105.93221,15.133171,9,Control,1,0,0,0,6,,1,1,0,20,2
3025,1,Valparaíso,0,Si,4,33,1,1,0,No Asiste,0,0,1,0,12,0,1,0,1,,0,0,30.381355,10.127119,4,Control,0,0,0,1,8,,1,1,0,20,2
3041,2,Valparaíso,0,Si,4,44,0,2,0,No Asiste,0,0,1,0,12,0,1,0,1,,0,0,,163.43826,12,Treated,0,0,0,1,8,1,,1,1,20,2
3119,1,Valparaíso,0,Si,3,48,0,2,0,No Asiste,1,0,0,0,0,1,1,1,0,,0,0,,61.440678,16,Control,0,0,1,0,7,,1,1,1,20,2
3047,1,Valparaíso,0,Si,4,27,1,2,,No Asiste,0,0,1,0,9,0,0,0,,,0,0,0,175.54478,3,Control,0,0,0,1,8,,1,1,0,20,2
3010,1,Valparaíso,0,Si,3,46,0,2,0,No Asiste,0,0,1,0,10,0,1,1,0,0,4,12,84.745766,328.38983,6,Control,0,0,1,0,7,,1,,0,20,2
3023,1,Valparaíso,1,Si,1,26,1,2,1,No Asiste,0,1,0,0,5,0,1,1,0,,,0,,43.697033,5,Treated,1,0,0,0,6,1,,,0,20,2
3096,1,Valparaíso,0,Si,3,55,1,1,0,No Asiste,0,1,0,0,8,0,1,1,0,0,10,12,148.30508,49.435028,5,Control,0,0,1,0,7,,1,1,0,20,2
3110,2,Valparaíso,0,Si,3,35,1,2,1,No Asiste,0,1,0,0,5,0,1,1,0,,,0,,105.93221,3,Control,0,0,1,0,7,,1,1,0,20,2
3063,1,Valparaíso,0,Si,3,30,1,2,1,No Asiste,0,0,1,0,12,0,1,1,0,1,12,12,423.72882,211.86441,4,Control,0,0,1,0,7,,1,1,1,20,2
3062,1,Valparaíso,0,Si,3,36,1,1,0,No Asiste,0,0,1,0,12,0,1,1,0,1,8,12,,0,4,Treated,0,0,1,0,7,1,,1,1,20,2
3051,1,Valparaíso,0,Si,3,37,1,2,0,No Asiste,0,0,1,0,12,0,1,1,0,1,8,12,394.06781,131.35593,4,Treated,0,0,1,0,7,1,,1,1,20,2
3008,1,Valparaíso,0,Si,3,43,0,2,0,No Asiste,0,0,1,0,12,1,1,1,0,1,14,12,343.22034,191.73729,,Treated,0,0,1,0,7,1,,1,1,20,2
3098,2,Valparaíso,0,Si,4,31,0,2,0,No Asiste,0,0,1,0,10,0,,,,,,,0,105.93221,7,Treated,0,0,0,1,8,1,,,0,20,2
3005,1,Valparaíso,0,Si,3,31,0,1,0,No Asiste,0,0,1,0,9,0,1,1,0,0,8,8,,130.64972,5,Treated,0,0,1,0,7,1,,1,0,20,2
3094,1,Valparaíso,1,Si,1,39,1,2,0,No Asiste,,,,,,0,1,1,0,,12,12,,0,,Treated,1,0,0,0,6,1,,1,0,20,2
3128,1,Valparaíso,0,Si,3,26,0,0,1,Asiste,,,,,,0,1,1,0,1,4,12,0,50.847458,8,Treated,0,0,1,0,12,1,,1,1,20,3
3180,2,Valparaíso,0,Si,3,38,1,2,0,No Asiste,0,0,1,0,12,0,1,1,0,0,9,10,381.35593,127.11864,10,Treated,0,0,1,0,12,1,,1,1,20,3
3208,1,Valparaíso,0,Si,3,49,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,8,12,385.59323,192.79662,6,Control,0,0,1,0,12,,1,1,0,20,3
3173,1,Valparaíso,0,Si,3,39,1,2,,No Asiste,,,,,,0,1,1,0,1,9,7,381.35593,227.75424,10,Treated,0,0,1,0,12,1,,1,1,20,3
3210,2,Valparaíso,0,Si,3,42,1,3,,No Asiste,0,1,0,0,8,0,1,1,0,0,12,10,148.30508,29.661016,2,Control,0,0,1,0,12,,1,1,1,20,3
3176,1,Valparaíso,0,Si,4,30,0,2,0,No Asiste,0,1,0,0,8,0,0,0,,,8,0,0,132.41525,7,Treated,0,0,0,1,13,1,,1,1,20,3
3211,2,Valparaíso,0,Si,3,34,1,4,0,No Asiste,,,,,,0,1,1,0,1,9,12,360.16949,72.033897,4,Control,0,0,1,0,12,,1,1,0,20,3
3165,1,Valparaíso,0,Si,3,26,0,0,,No Asiste,0,0,1,0,10,0,1,1,0,,9,8,42.372883,37.076271,0,Treated,0,0,1,0,12,1,,1,1,20,3
3206,1,Valparaíso,0,Si,3,41,1,1,1,No Asiste,0,1,0,0,7,0,1,1,0,1,6,9,381.35593,229.51978,1,Treated,0,0,1,0,12,1,,,0,20,3
3126,1,Valparaíso,0,Si,3,28,1,1,0,No Asiste,0,0,1,0,12,1,1,1,0,,,0,317.7966,105.93221,14,Treated,0,0,1,0,12,1,,1,0,20,3
3218,1,Valparaíso,1,Si,1,25,1,2,0,Asiste,0,0,0,1,16,1,1,1,0,1,8,12,,0,7,Treated,1,0,0,0,10,1,,1,1,20,3
3213,1,Valparaíso,1,Si,2,34,0,4,0,No Asiste,0,0,1,0,12,0,0,0,,0,2,1,0,63.559322,12,Treated,0,1,0,0,11,1,,1,1,20,3
3217,1,Valparaíso,0,Si,3,45,1,1,,No Asiste,0,0,1,0,10,0,1,1,0,,0,0,169.49153,84.745766,5,Control,0,0,1,0,12,,1,1,1,20,3
3133,1,Valparaíso,0,Si,3,51,1,2,0,No Asiste,0,0,1,0,12,1,1,1,0,0,10,12,211.86441,70.621468,3,Treated,0,0,1,0,12,1,,1,1,20,3
3172,2,Valparaíso,0,Si,3,36,0,2,1,No Asiste,0,0,1,0,12,0,1,1,0,,5,12,,79.44915,2,Treated,0,0,1,0,12,1,,1,1,20,3
3162,1,Valparaíso,0,Si,3,31,1,1,1,No Asiste,0,1,0,0,8,1,1,1,0,,8,3,381.35593,95.338982,6,Control,0,0,1,0,12,,1,1,0,20,3
3144,1,Valparaíso,0,Si,3,59,1,2,,Asiste,0,0,1,0,9,0,1,1,0,,0,0,158.8983,31.779661,16,Treated,0,0,1,0,12,1,,1,0,20,3
3215,1,Valparaíso,0,Si,3,28,1,1,1,No Asiste,0,0,1,0,8,0,1,1,0,1,4,7,156.77966,193.50282,4,Treated,0,0,1,0,12,1,,1,0,20,3
3209,1,Valparaíso,0,Si,3,45,1,1,,Asiste,0,0,0,1,14,0,1,1,0,,0,0,,127.11864,1,Treated,0,0,1,0,12,1,,1,0,20,3
3135,2,Valparaíso,0,Si,3,38,0,3,1,No Asiste,0,0,1,0,12,0,1,1,0,0,14,10,423.72882,84.745766,3,Treated,0,0,1,0,12,1,,1,0,20,3
3223,1,Valparaíso,0,Si,3,29,1,1,1,Asiste,0,0,1,0,10,0,1,1,0,,7,12,127.11864,63.559322,4,Control,0,0,1,0,12,,1,1,1,20,3
3179,2,Valparaíso,0,Si,3,35,1,3,1,No Asiste,0,0,1,0,10,0,1,1,0,1,9,12,455.50848,113.87712,0,Control,0,0,1,0,12,,1,1,1,20,3
3132,2,Valparaíso,0,Si,3,41,1,0,0,No Asiste,0,1,0,0,8,1,1,1,0,,6,2,,39.724575,7,Treated,0,0,1,0,12,1,,,0,20,3
3214,2,Valparaíso,0,Si,3,48,1,2,1,No Asiste,0,1,0,0,5,0,1,1,0,1,8,12,296.61017,74.152542,10,Control,0,0,1,0,12,,1,1,1,20,3
3167,1,Valparaíso,0,Si,3,43,0,3,0,No Asiste,0,0,1,0,12,1,1,1,0,,,2,,105.93221,5,Treated,0,0,1,0,12,1,,1,1,20,3
3240,2,Valparaíso,0,Si,3,40,0,3,,No Asiste,0,1,0,0,6,0,1,1,0,,7,10,423.72882,84.745766,8,Treated,0,0,1,0,12,1,,,0,20,3
3202,1,Valparaíso,0,Si,3,45,1,1,0,No Asiste,0,0,1,0,10,0,1,1,0,0,4,11,254.23729,127.11864,11,Control,0,0,1,0,12,,1,1,0,20,3
3216,1,Valparaíso,0,Si,3,43,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,,12,169.49153,56.497173,,Control,0,0,1,0,12,,1,1,0,20,3
3201,1,Valparaíso,0,Si,3,43,0,3,1,No Asiste,0,0,1,0,12,1,1,1,0,1,9,10,275.42374,68.855934,7,Treated,0,0,1,0,12,1,,1,1,20,3
3129,1,Valparaíso,0,Si,3,41,1,1,,No Asiste,0,0,1,0,12,0,1,1,0,1,8,10,314.10382,316.56567,1,Treated,0,0,1,0,12,1,,1,1,20,3
3127,1,Valparaíso,0,Si,3,33,1,1,1,No Asiste,0,0,1,0,12,0,1,1,0,1,7,12,402.54236,183.61581,8,Treated,0,0,1,0,12,1,,1,1,20,3
3174,1,Valparaíso,0,Si,4,27,0,1,1,,,,,,,0,0,0,,0,0,0,0,214.51271,1,Treated,0,0,0,1,13,1,,,0,20,3
3145,1,Valparaíso,0,Si,3,37,1,4,,Asiste,0,0,1,0,12,0,1,1,0,,3,4,42.372883,7.0621467,2,Treated,0,0,1,0,12,1,,1,1,20,3
3163,1,Valparaíso,0,Si,3,31,1,2,,No Asiste,0,0,1,0,12,0,1,1,0,,8,3,127.11864,42.372883,,Treated,0,0,1,0,12,1,,1,1,20,3
